"id";"vpu_id";"decision";"avg_usage";"max_usage";"forecasted_max";"scale_percent";"itis_ticket_number";"action_status";"remarks";"run_id";"created_at";"resource_type"
666;334;"scale_down";1.04;8.83;1.14;50.0;"";"";"";"334";"2026-06-20 15:22:02";"cpu"
668;335;"scale_down";1.05;12.87;1.4;50.0;"";"";"";"335";"2026-06-20 15:22:02";"cpu"
670;336;"scale_down";1.86;25.77;1.8;50.0;"";"";"";"336";"2026-06-20 15:23:41";"cpu"
672;337;"scale_down";4.07;44.8;1.25;50.0;"";"";"";"337";"2026-06-20 15:26:44";"cpu"
674;338;"no_change";17.55;96.0;19.05;0.0;"";"";"";"338";"2026-06-20 15:26:44";"cpu"
676;339;"no_change";41.77;85.13;45.71;0.0;"";"";"";"339";"2026-06-20 15:26:44";"cpu"
678;340;"scale_down";1.98;8.57;0.89;50.0;"";"";"";"340";"2026-06-20 15:26:44";"cpu"
680;341;"scale_down";7.89;45.97;10.35;25.0;"";"";"";"341";"2026-06-20 15:28:40";"cpu"
682;342;"no_change";21.61;62.6;26.73;0.0;"";"";"";"342";"2026-06-20 15:31:43";"cpu"
684;343;"scale_down";3.21;18.5;5.1;50.0;"";"";"";"343";"2026-06-20 15:31:43";"cpu"
686;344;"no_change";42.64;86.5;48.99;0.0;"";"";"";"344";"2026-06-20 15:31:43";"cpu"
688;345;"scale_down";2.6;13.07;4.62;50.0;"";"";"";"345";"2026-06-20 15:31:43";"cpu"
690;346;"scale_down";1.94;9.67;3.03;50.0;"";"";"";"346";"2026-06-20 15:33:13";"cpu"
692;347;"scale_down";2.08;21.7;1.5;50.0;"";"";"";"347";"2026-06-20 15:36:15";"cpu"
694;348;"scale_down";1.24;17.63;1.2;50.0;"";"";"";"348";"2026-06-20 15:36:15";"cpu"
696;349;"scale_down";0.16;7.17;0.05;50.0;"";"";"";"349";"2026-06-20 15:36:15";"cpu"
698;350;"scale_down";1.13;23.57;1.0;50.0;"";"";"";"350";"2026-06-20 15:36:15";"cpu"
700;351;"scale_down";1.25;34.3;1.63;50.0;"";"";"";"351";"2026-06-20 15:38:00";"cpu"
702;352;"scale_down";3.61;11.67;3.58;50.0;"";"";"";"352";"2026-06-20 15:41:16";"cpu"
704;353;"scale_down";4.29;24.23;4.59;50.0;"";"";"";"353";"2026-06-20 15:41:16";"cpu"
706;354;"scale_down";1.16;8.87;1.67;50.0;"";"";"";"354";"2026-06-20 15:41:16";"cpu"
708;355;"scale_down";0.0;0.8;0.0;50.0;"";"";"";"355";"2026-06-20 15:41:16";"cpu"
710;356;"scale_down";1.42;12.17;1.85;50.0;"";"";"";"356";"2026-06-20 15:43:11";"cpu"
712;357;"scale_down";1.6;12.13;2.83;50.0;"";"";"";"357";"2026-06-20 15:46:22";"cpu"
714;358;"scale_down";3.7;19.33;3.85;50.0;"";"";"";"358";"2026-06-20 15:46:22";"cpu"
716;359;"scale_down";1.02;9.8;1.83;50.0;"";"";"";"359";"2026-06-20 15:46:22";"cpu"
718;360;"scale_down";2.13;32.4;2.03;50.0;"";"";"";"360";"2026-06-20 15:46:22";"cpu"
720;361;"scale_down";2.06;5.27;2.15;50.0;"";"";"";"361";"2026-06-20 15:47:52";"cpu"
722;362;"scale_down";6.22;18.63;2.25;50.0;"";"";"";"362";"2026-06-20 15:50:55";"cpu"
724;363;"scale_down";2.67;41.57;2.68;50.0;"";"";"";"363";"2026-06-20 15:50:55";"cpu"
726;364;"scale_down";1.8;30.3;1.95;50.0;"";"";"";"364";"2026-06-20 15:50:55";"cpu"
728;365;"scale_down";8.61;17.9;8.21;50.0;"";"";"";"365";"2026-06-20 15:50:55";"cpu"
730;366;"scale_down";2.15;18.87;3.01;50.0;"";"";"";"366";"2026-06-20 15:52:25";"cpu"
732;367;"scale_down";1.2;26.9;1.0;50.0;"";"";"";"367";"2026-06-20 15:55:28";"cpu"
734;368;"scale_down";1.06;14.63;1.0;50.0;"";"";"";"368";"2026-06-20 15:55:28";"cpu"
736;369;"scale_down";1.81;37.0;1.89;50.0;"";"";"";"369";"2026-06-20 15:55:28";"cpu"
738;370;"scale_down";0.9;36.07;1.31;50.0;"";"";"";"370";"2026-06-20 15:55:28";"cpu"
740;371;"scale_down";0.01;0.73;0.0;50.0;"";"";"";"371";"2026-06-20 15:57:15";"cpu"
742;372;"scale_down";0.26;2.33;0.42;50.0;"";"";"";"372";"2026-06-20 16:00:25";"cpu"
744;373;"scale_down";0.01;3.47;0.0;50.0;"";"";"";"373";"2026-06-20 16:00:25";"cpu"
746;374;"scale_down";0.31;1.8;0.33;50.0;"";"";"";"374";"2026-06-20 16:00:25";"cpu"
748;375;"scale_down";1.71;10.6;2.22;50.0;"";"";"";"375";"2026-06-20 16:00:25";"cpu"
750;376;"scale_down";2.94;20.07;3.1;50.0;"";"";"";"376";"2026-06-20 16:01:41";"cpu"
752;377;"scale_down";11.72;33.03;20.93;50.0;"";"";"";"377";"2026-06-20 16:04:10";"cpu"
754;378;"scale_down";1.14;33.7;1.53;50.0;"";"";"";"378";"2026-06-20 16:04:10";"cpu"
756;379;"scale_down";0.38;13.43;1.1;50.0;"";"";"";"379";"2026-06-20 16:04:10";"cpu"
759;381;"scale_down";0.42;20.57;1.35;50.0;"";"";"";"381";"2026-06-20 16:05:17";"cpu"
761;382;"scale_down";0.47;20.3;1.52;50.0;"";"";"";"382";"2026-06-20 16:07:47";"cpu"
763;383;"scale_down";1.07;39.3;3.21;50.0;"";"";"";"383";"2026-06-20 16:07:47";"cpu"
768;387;"scale_down";6.36;52.8;6.99;25.0;"";"";"";"387";"2026-06-20 16:09:32";"cpu"
770;388;"scale_down";5.77;39.17;1.97;50.0;"";"";"";"388";"2026-06-20 16:12:26";"cpu"
772;389;"scale_down";1.77;30.87;1.8;50.0;"";"";"";"389";"2026-06-20 16:12:26";"cpu"
774;390;"scale_down";3.18;40.5;5.35;50.0;"";"";"";"390";"2026-06-20 16:12:26";"cpu"
776;391;"scale_down";1.47;22.6;2.71;50.0;"";"";"";"391";"2026-06-20 16:14:20";"cpu"
778;392;"scale_down";2.12;36.07;2.79;50.0;"";"";"";"392";"2026-06-20 16:14:20";"cpu"
780;393;"scale_down";2.2;41.3;20.33;50.0;"";"";"";"393";"2026-06-20 16:17:13";"cpu"
782;394;"scale_down";1.6;18.87;1.14;50.0;"";"";"";"394";"2026-06-20 16:17:13";"cpu"
784;395;"scale_down";0.63;18.4;0.86;50.0;"";"";"";"395";"2026-06-20 16:17:13";"cpu"
786;396;"scale_down";1.92;32.0;1.92;50.0;"";"";"";"396";"2026-06-20 16:18:54";"cpu"
788;397;"no_change";4.85;67.33;6.38;0.0;"";"";"";"397";"2026-06-20 16:18:54";"cpu"
790;398;"scale_down";0.47;12.27;0.32;50.0;"";"";"";"398";"2026-06-20 16:21:38";"cpu"
792;399;"scale_down";0.97;25.13;1.92;50.0;"";"";"";"399";"2026-06-20 16:21:38";"cpu"
794;400;"scale_down";0.46;20.13;0.19;50.0;"";"";"";"400";"2026-06-20 16:21:39";"cpu"
796;401;"scale_down";0.11;8.43;0.68;50.0;"";"";"";"401";"2026-06-20 16:23:06";"cpu"
798;402;"scale_down";0.11;8.73;0.83;50.0;"";"";"";"402";"2026-06-20 16:23:06";"cpu"
800;403;"scale_down";0.12;10.63;0.02;50.0;"";"";"";"403";"2026-06-20 16:26:02";"cpu"
802;404;"scale_down";0.36;6.07;20.96;50.0;"";"";"";"404";"2026-06-20 16:26:02";"cpu"
804;405;"no_change";20.64;75.73;0.32;0.0;"";"";"";"405";"2026-06-20 16:26:02";"cpu"
806;406;"no_change";15.15;72.0;20.62;0.0;"";"";"";"406";"2026-06-20 16:27:41";"cpu"
808;407;"no_change";9.48;73.2;14.28;0.0;"";"";"";"407";"2026-06-20 16:27:41";"cpu"
810;408;"scale_down";0.87;22.8;0.98;50.0;"";"";"";"408";"2026-06-20 16:30:40";"cpu"
812;409;"scale_down";0.94;21.33;2.08;50.0;"";"";"";"409";"2026-06-20 16:30:40";"cpu"
814;410;"scale_down";16.0;56.77;1.89;25.0;"";"";"";"410";"2026-06-20 16:30:41";"cpu"
816;411;"scale_down";3.8;39.57;4.45;50.0;"";"";"";"411";"2026-06-20 16:32:29";"cpu"
818;412;"no_change";18.29;83.57;14.77;0.0;"";"";"";"412";"2026-06-20 16:32:29";"cpu"
820;413;"scale_down";1.75;23.97;2.68;50.0;"";"";"";"413";"2026-06-20 16:35:23";"cpu"
822;414;"scale_down";1.7;36.47;20.63;50.0;"";"";"";"414";"2026-06-20 16:35:23";"cpu"
824;415;"no_change";4.42;68.3;7.79;0.0;"";"";"";"415";"2026-06-20 16:35:23";"cpu"
826;416;"no_change";12.62;91.47;11.67;0.0;"";"";"";"416";"2026-06-20 16:37:11";"cpu"
828;417;"scale_down";0.65;29.53;1.04;50.0;"";"";"";"417";"2026-06-20 16:37:11";"cpu"
830;418;"scale_down";3.65;20.73;7.06;50.0;"";"";"";"418";"2026-06-20 16:40:29";"cpu"
832;419;"scale_down";14.69;39.9;27.9;50.0;"";"";"";"419";"2026-06-20 16:40:29";"cpu"
834;420;"scale_down";6.61;29.3;2.53;50.0;"";"";"";"420";"2026-06-20 16:40:29";"cpu"
836;421;"scale_down";4.8;41.37;5.6;50.0;"";"";"";"421";"2026-06-20 16:42:08";"cpu"
838;422;"scale_down";2.75;24.63;3.59;50.0;"";"";"";"422";"2026-06-20 16:42:08";"cpu"
840;423;"scale_down";1.27;17.4;0.2;50.0;"";"";"";"423";"2026-06-20 16:45:00";"cpu"
842;424;"no_change";4.41;89.03;3.89;0.0;"";"";"";"424";"2026-06-20 16:45:00";"cpu"
844;425;"scale_down";11.04;41.67;18.2;50.0;"";"";"";"425";"2026-06-20 16:45:00";"cpu"
846;426;"scale_down";8.15;31.37;5.47;50.0;"";"";"";"426";"2026-06-20 16:46:47";"cpu"
848;427;"no_change";7.17;60.83;1.53;0.0;"";"";"";"427";"2026-06-20 16:46:47";"cpu"
850;428;"no_change";7.32;69.87;11.13;0.0;"";"";"";"428";"2026-06-20 16:49:41";"cpu"
852;429;"scale_down";2.03;41.77;3.58;50.0;"";"";"";"429";"2026-06-20 16:49:41";"cpu"
854;430;"no_change";7.25;67.6;9.04;0.0;"";"";"";"430";"2026-06-20 16:49:41";"cpu"
856;431;"scale_down";5.75;59.5;6.99;25.0;"";"";"";"431";"2026-06-20 16:51:35";"cpu"
858;432;"scale_down";7.96;32.7;15.43;50.0;"";"";"";"432";"2026-06-20 16:51:35";"cpu"
860;433;"scale_down";1.55;16.87;8.29;50.0;"";"";"";"433";"2026-06-20 16:54:45";"cpu"
862;434;"scale_down";2.18;37.77;2.32;50.0;"";"";"";"434";"2026-06-20 16:54:45";"cpu"
864;435;"no_change";4.09;61.17;7.9;0.0;"";"";"";"435";"2026-06-20 16:54:45";"cpu"
866;436;"scale_down";1.96;29.4;2.73;50.0;"";"";"";"436";"2026-06-20 16:56:35";"cpu"
868;437;"scale_down";3.37;56.3;3.31;25.0;"";"";"";"437";"2026-06-20 16:56:35";"cpu"
870;438;"scale_down";1.04;21.13;1.79;50.0;"";"";"";"438";"2026-06-20 16:59:38";"cpu"
872;439;"scale_down";4.15;29.23;7.03;50.0;"";"";"";"439";"2026-06-20 16:59:38";"cpu"
874;440;"scale_down";2.32;36.0;3.73;50.0;"";"";"";"440";"2026-06-20 16:59:38";"cpu"
876;441;"scale_down";2.27;34.6;4.32;50.0;"";"";"";"441";"2026-06-20 17:01:29";"cpu"
878;442;"scale_down";7.62;54.9;6.57;25.0;"";"";"";"442";"2026-06-20 17:01:29";"cpu"
880;443;"scale_down";0.72;22.83;0.85;50.0;"";"";"";"443";"2026-06-20 17:04:22";"cpu"
882;444;"scale_down";3.74;46.6;3.75;25.0;"";"";"";"444";"2026-06-20 17:04:22";"cpu"
884;445;"scale_down";4.4;39.93;6.05;50.0;"";"";"";"445";"2026-06-20 17:04:22";"cpu"
886;446;"scale_down";2.73;37.77;3.94;50.0;"";"";"";"446";"2026-06-20 17:06:10";"cpu"
888;447;"scale_down";4.97;54.73;3.51;25.0;"";"";"";"447";"2026-06-20 17:06:10";"cpu"
890;448;"scale_down";1.48;29.83;3.51;50.0;"";"";"";"448";"2026-06-20 17:09:13";"cpu"
892;449;"scale_down";3.3;47.7;4.2;25.0;"";"";"";"449";"2026-06-20 17:09:13";"cpu"
894;450;"scale_down";3.57;43.57;7.57;50.0;"";"";"";"450";"2026-06-20 17:09:13";"cpu"
896;451;"scale_down";3.16;37.6;5.68;50.0;"";"";"";"451";"2026-06-20 17:11:05";"cpu"
898;452;"scale_down";13.22;57.23;36.83;25.0;"";"";"";"452";"2026-06-20 17:11:05";"cpu"
900;453;"scale_down";8.4;49.23;13.25;25.0;"";"";"";"453";"2026-06-20 17:14:22";"cpu"
902;454;"scale_down";4.19;38.5;6.01;50.0;"";"";"";"454";"2026-06-20 17:14:22";"cpu"
904;455;"scale_down";1.91;25.1;3.28;50.0;"";"";"";"455";"2026-06-20 17:14:22";"cpu"
906;456;"scale_down";2.63;25.23;8.41;50.0;"";"";"";"456";"2026-06-20 17:16:12";"cpu"
908;457;"scale_down";2.27;21.07;7.17;50.0;"";"";"";"457";"2026-06-20 17:16:12";"cpu"
910;458;"scale_down";7.65;52.2;13.32;25.0;"";"";"";"458";"2026-06-20 17:19:14";"cpu"
912;459;"no_change";16.78;82.0;31.97;0.0;"";"";"";"459";"2026-06-20 17:19:14";"cpu"
914;460;"no_change";21.09;69.47;23.1;0.0;"";"";"";"460";"2026-06-20 17:19:14";"cpu"
916;461;"scale_down";1.94;33.63;2.81;50.0;"";"";"";"461";"2026-06-20 17:21:01";"cpu"
918;462;"scale_down";2.57;51.37;6.31;25.0;"";"";"";"462";"2026-06-20 17:21:01";"cpu"
920;463;"no_change";5.98;73.83;8.36;0.0;"";"";"";"463";"2026-06-20 17:23:55";"cpu"
922;464;"no_change";5.62;69.9;10.79;0.0;"";"";"";"464";"2026-06-20 17:23:55";"cpu"
924;465;"scale_down";2.44;51.37;2.9;25.0;"";"";"";"465";"2026-06-20 17:23:55";"cpu"
926;466;"scale_down";5.66;54.2;7.44;25.0;"";"";"";"466";"2026-06-20 17:25:34";"cpu"
928;467;"scale_down";4.72;31.87;7.13;50.0;"";"";"";"467";"2026-06-20 17:25:34";"cpu"
930;468;"scale_down";4.67;27.8;7.16;50.0;"";"";"";"468";"2026-06-20 17:28:38";"cpu"
932;469;"scale_down";4.56;35.07;5.65;50.0;"";"";"";"469";"2026-06-20 17:28:38";"cpu"
934;470;"no_change";6.32;83.13;9.79;0.0;"";"";"";"470";"2026-06-20 17:28:38";"cpu"
936;471;"scale_down";13.95;58.77;33.61;25.0;"";"";"";"471";"2026-06-20 17:30:27";"cpu"
938;472;"no_change";6.4;73.43;8.32;0.0;"";"";"";"472";"2026-06-20 17:30:27";"cpu"
940;473;"no_change";41.47;96.0;48.56;0.0;"";"";"";"473";"2026-06-20 17:33:27";"cpu"
942;474;"no_change";7.73;71.67;10.5;0.0;"";"";"";"474";"2026-06-20 17:33:27";"cpu"
944;475;"no_change";7.7;69.13;10.01;0.0;"";"";"";"475";"2026-06-20 17:33:27";"cpu"
946;476;"no_change";8.53;79.83;11.88;0.0;"";"";"";"476";"2026-06-20 17:35:08";"cpu"
948;477;"no_change";43.06;97.43;12.5;0.0;"";"";"";"477";"2026-06-20 17:35:08";"cpu"
950;478;"no_change";7.47;93.0;9.19;0.0;"";"";"";"478";"2026-06-20 17:38:05";"cpu"
952;479;"no_change";6.32;70.5;8.53;0.0;"";"";"";"479";"2026-06-20 17:38:05";"cpu"
954;480;"scale_down";0.96;27.5;0.8;50.0;"";"";"";"480";"2026-06-20 17:38:05";"cpu"
956;481;"scale_down";1.74;29.67;2.76;50.0;"";"";"";"481";"2026-06-20 17:40:06";"cpu"
958;482;"scale_down";2.73;56.57;2.75;25.0;"";"";"";"482";"2026-06-20 17:40:06";"cpu"
960;483;"scale_down";3.06;37.47;5.71;50.0;"";"";"";"483";"2026-06-20 17:43:13";"cpu"
962;484;"scale_down";6.11;43.53;6.82;50.0;"";"";"";"484";"2026-06-20 17:43:13";"cpu"
964;485;"scale_down";2.1;41.23;3.65;50.0;"";"";"";"485";"2026-06-20 17:43:13";"cpu"
966;486;"scale_down";3.74;45.73;4.58;25.0;"";"";"";"486";"2026-06-20 17:44:57";"cpu"
968;487;"scale_down";0.53;17.37;0.1;50.0;"";"";"";"487";"2026-06-20 17:44:57";"cpu"
970;488;"scale_down";1.72;29.0;4.79;50.0;"";"";"";"488";"2026-06-20 17:47:58";"cpu"
972;489;"no_change";7.66;81.07;15.66;0.0;"";"";"";"489";"2026-06-20 17:47:58";"cpu"
974;490;"scale_down";2.5;38.47;1.13;50.0;"";"";"";"490";"2026-06-20 17:47:58";"cpu"
976;491;"scale_down";4.08;30.1;5.16;50.0;"";"";"";"491";"2026-06-20 17:49:50";"cpu"
978;492;"scale_down";9.15;59.6;9.39;25.0;"";"";"";"492";"2026-06-20 17:49:50";"cpu"
980;493;"no_change";9.57;82.2;17.02;0.0;"";"";"";"493";"2026-06-20 17:52:51";"cpu"
982;494;"no_change";5.24;76.4;9.67;0.0;"";"";"";"494";"2026-06-20 17:52:51";"cpu"
984;495;"scale_down";0.27;22.07;0.53;50.0;"";"";"";"495";"2026-06-20 17:52:51";"cpu"
986;496;"scale_down";2.23;42.87;2.17;50.0;"";"";"";"496";"2026-06-20 17:54:46";"cpu"
988;497;"no_change";5.42;65.57;10.83;0.0;"";"";"";"497";"2026-06-20 17:54:46";"cpu"
990;498;"no_change";2.76;68.7;8.27;0.0;"";"";"";"498";"2026-06-20 17:57:40";"cpu"
992;499;"no_change";3.13;73.73;5.33;0.0;"";"";"";"499";"2026-06-20 17:57:40";"cpu"
994;500;"no_change";24.67;94.03;29.11;0.0;"";"";"";"500";"2026-06-20 17:57:40";"cpu"
996;501;"no_change";13.84;90.3;25.13;0.0;"";"";"";"501";"2026-06-20 17:59:11";"cpu"
998;502;"scale_down";1.27;15.83;2.77;50.0;"";"";"";"502";"2026-06-20 17:59:11";"cpu"
1000;503;"scale_down";2.97;46.5;4.84;25.0;"";"";"";"503";"2026-06-20 18:00:59";"cpu"
1002;504;"scale_down";1.46;48.47;2.27;25.0;"";"";"";"504";"2026-06-20 18:00:59";"cpu"
